record,group,seg,t0_s,n_gt,TP,FP,FN,F1,bad,p_bad_oof,sampen,kurtosis,spec_entropy,band_ratio,rr_cv,rr_plaus,bsqi,n_det,psd_fhr,tau_acf,peak_prob_mean,prob_max
B1_09,B1,167,668.0,10,10,0,0,100.000000,0,0.000800,0.915808,6.89119,0.731011,0.617415,0.00664452,1,0.947368,10,0.210028,3,0.9951,0.997012
B1_09,B1,168,672.0,10,10,0,0,100.000000,0,0.000831,0.501791,53.5278,0.640983,0.635157,0.0130454,1,0.181818,10,0.0992376,4,0.991549,0.996892
B1_09,B1,169,676.0,10,10,0,0,100.000000,0,0.000830,0.577741,35.7704,0.624402,0.601472,0.0062095,1,0.181818,10,0.130829,4,0.995579,0.997556
B1_09,B1,170,680.0,10,10,0,0,100.000000,0,0.000560,0.85207,5.20681,0.738642,0.625187,0.0081964,1,0.9,10,0.151119,3,0.995874,0.997413
B1_09,B1,171,684.0,9,9,0,0,100.000000,0,0.003264,1.00504,4.82527,0.737676,0.599211,0.00806965,1,0.888889,9,0.232945,3,0.99502,0.997246
B1_09,B1,172,688.0,10,10,0,0,100.000000,0,0.000364,0.40966,29.2267,0.628681,0.639036,0.00905182,1,0.166667,10,0.128708,4,0.994775,0.997159
B1_09,B1,173,692.0,10,10,0,0,100.000000,0,0.000282,0.372925,31.2059,0.636298,0.625021,0.00463677,1,0.166667,10,0.120568,4,0.994391,0.997673
B1_09,B1,174,696.0,10,10,0,0,100.000000,0,0.000356,0.874164,4.47675,0.748985,0.642768,0.0072179,1,1,10,0.220464,3,0.996163,0.997528
B1_09,B1,175,700.0,10,10,0,0,100.000000,0,0.001874,0.387782,26.9705,0.597504,0.633041,0.0117452,1,0,10,0.109572,4,0.994972,0.997384
B1_09,B1,176,704.0,10,10,0,0,100.000000,0,0.000416,0.370872,32.4468,0.613356,0.65733,0.00412531,1,0.333333,10,0.177689,4,0.992732,0.99746
B1_09,B1,177,708.0,10,10,0,0,100.000000,0,0.000743,0.885528,5.57343,0.745823,0.632643,0.00681904,1,0.842105,10,0.165815,3,0.991157,0.9974
B1_09,B1,178,712.0,9,9,0,0,100.000000,0,0.004665,0.59554,38.3007,0.613641,0.611795,0.0121865,1,0.2,9,0.0782937,4,0.994697,0.997039
B1_09,B1,179,716.0,10,10,0,0,100.000000,0,0.000714,0.569879,41.2335,0.622284,0.612347,0.008278,1,0.181818,10,0.118435,4,0.994747,0.997759
B1_09,B1,180,720.0,10,10,0,0,100.000000,0,0.000609,0.566206,38.9183,0.742082,0.631782,0.00914214,1,0,10,0.14122,4,0.99535,0.996848
B1_09,B1,181,724.0,10,10,0,0,100.000000,0,0.001763,0.535013,46.5815,0.60738,0.64866,0.0113754,1,0.181818,10,0.157153,4,0.994594,0.996697
B1_09,B1,182,728.0,10,10,0,0,100.000000,0,0.001579,0.83888,5.18407,0.703184,0.613938,0.00657895,1,0.777778,10,0.0555095,3,0.994282,0.99791
B1_09,B1,183,732.0,10,10,0,0,100.000000,0,0.002858,0.898868,3.70945,0.733766,0.605354,0.00950533,1,0.8,10,0.177676,3,0.99493,0.996713
B1_09,B1,184,736.0,10,10,0,0,100.000000,0,0.000307,0.506343,45.8285,0.619523,0.647801,0.00723364,1,0.181818,10,0.0754364,4,0.992339,0.997262
B1_09,B1,185,740.0,10,10,0,0,100.000000,0,0.000359,0.912426,4.20934,0.743646,0.621079,0.00460656,1,0.666667,10,0.151272,3,0.995263,0.996826
B1_09,B1,186,744.0,9,9,0,0,100.000000,0,0.001143,0.950258,4.69303,0.739844,0.60818,0.00764382,1,1,9,0.16851,3,0.996019,0.997082
B1_09,B1,187,748.0,10,10,0,0,100.000000,0,0.000661,0.939851,4.20155,0.738245,0.616296,0.0072179,1,0.8,10,0.167683,3,0.995215,0.997218
B1_09,B1,188,752.0,10,10,0,0,100.000000,0,0.000687,0.939992,5.25754,0.754209,0.613859,0.00623688,1,1,10,0.136299,3,0.996105,0.997524
B1_09,B1,189,756.0,10,10,0,0,100.000000,0,0.001690,0.943729,4.5894,0.734386,0.638269,0.00816497,1,0.9,10,0.183355,3,0.981156,0.997387
B1_09,B1,190,760.0,10,10,0,0,100.000000,0,0.002800,0.912603,4.64781,0.736539,0.620825,0.012987,1,0.8,10,0.135005,3,0.996305,0.997639
B1_09,B1,191,764.0,9,9,0,0,100.000000,0,0.000906,0.567479,45.2298,0.634275,0.603143,0.0046383,1,0.2,9,0.0846963,4,0.995535,0.996957
B1_09,B1,192,768.0,10,10,0,0,100.000000,0,0.000502,0.829796,5.89842,0.736632,0.630537,0.0100709,1,1,10,0.156508,3,0.99613,0.997604
B1_09,B1,193,772.0,10,10,0,0,100.000000,0,0.000238,0.561994,41.5652,0.633892,0.626877,0.0103025,1,0.181818,10,0.0615218,4,0.99434,0.998011
B1_09,B1,194,776.0,9,9,0,0,100.000000,0,0.007539,1.03537,3.62861,0.739549,0.601786,0.0109611,1,0.705882,9,0.154005,3,0.994193,0.997636
B1_09,B1,195,780.0,10,10,0,0,100.000000,0,0.000353,0.671054,33.5619,0.640659,0.62024,0.00975384,1,0,10,0.068291,4,0.993129,0.996094
B1_09,B1,196,784.0,10,10,0,0,100.000000,0,0.000492,0.681109,37.3422,0.632788,0.653547,0.00792715,1,0,10,0.102392,4,0.990381,0.996709
B1_09,B1,197,788.0,10,10,0,0,100.000000,0,0.000976,0.691075,31.269,0.647079,0.632165,0.00811639,1,0.181818,10,0.0624905,4,0.98744,0.99773
B1_09,B1,198,792.0,9,9,0,0,100.000000,0,0.002103,0.579405,26.4906,0.621027,0.632024,0.0165512,1,0,9,0.0820501,4,0.994251,0.996804
B1_09,B1,199,796.0,9,9,0,0,100.000000,0,0.001731,1.07144,2.65666,0.758525,0.631384,0.0163084,1,0.823529,9,0.0673585,3,0.991097,0.997534
B1_09,B1,200,800.0,10,10,0,0,100.000000,0,0.000562,1.08369,3.8252,0.753103,0.610727,0.00947486,1,1,10,0.146032,3,0.994675,0.996628
B1_09,B1,201,804.0,10,10,0,0,100.000000,0,0.000179,0.567002,50.9747,0.637955,0.643667,0.00661418,1,0.181818,10,0.0719617,4,0.994078,0.996928
B1_09,B1,202,808.0,9,9,0,0,100.000000,0,0.002773,0.987683,2.21994,0.758524,0.647838,0.0109611,1,0.777778,9,0.118341,3,0.995387,0.996892
B1_09,B1,203,812.0,10,10,0,0,100.000000,0,0.000547,0.939927,3.08562,0.745831,0.6424,0.00803111,1,0.555556,10,0.0951737,3,0.992464,0.996754
B1_09,B1,204,816.0,10,10,0,0,100.000000,0,0.000565,0.972567,3.15257,0.740231,0.633777,0.0062095,1,0.705882,10,0.144696,3,0.990421,0.996707
B1_09,B1,205,820.0,10,10,0,0,100.000000,0,0.009709,0.703296,36.1951,0.704303,0.619151,0.014807,1,0.181818,10,0.0925262,4,0.990105,0.996609
B1_09,B1,206,824.0,10,10,0,0,100.000000,0,0.003163,1.00722,2.86862,0.733738,0.64832,0.012987,1,0.7,10,0.0946409,3,0.991091,0.995579
B1_09,B1,207,828.0,10,10,0,0,100.000000,0,0.001173,0.730088,27.5097,0.658909,0.647984,0.00560332,1,0.181818,10,0.104882,4,0.994132,0.99683
B1_09,B1,208,832.0,9,9,0,0,100.000000,0,0.003000,1.04803,2.54948,0.743792,0.634682,0.0114166,1,0.705882,9,0.128874,3,0.992885,0.997492
B1_09,B1,209,836.0,10,10,0,0,100.000000,0,0.002577,0.964507,2.90204,0.733888,0.654302,0.0146148,1,0.9,10,0.11922,3,0.995017,0.997663
B1_09,B1,210,840.0,10,10,0,0,100.000000,0,0.003902,0.927406,2.23878,0.726672,0.661739,0.0129881,1,0.25,10,0.0575466,3,0.991498,0.997065
B1_09,B1,211,844.0,10,10,0,0,100.000000,0,0.004112,0.665418,22.2062,0.665349,0.678354,0.0318604,1,0,10,0.0536557,4,0.972788,0.995832
B1_09,B1,212,848.0,10,10,0,0,100.000000,0,0.000859,1.02855,2.63948,0.756979,0.607011,0.00850325,1,0.8,10,0.108077,3,0.994987,0.997553
B1_09,B1,213,852.0,10,6,3,4,63.157895,1,0.800198,0.661072,10.4965,0.656747,0.611547,0.0807005,1,0.363636,9,0.105248,4,0.958609,0.99474
B1_09,B1,214,856.0,9,0,7,9,0.000000,1,0.996916,0.887403,1.95848,0.749641,0.732146,0.327147,0.833333,0,7,0.0452224,3,0.890799,0.983162
B1_09,B1,215,860.0,10,7,2,3,73.684211,1,0.987118,0.757637,4.90689,0.74286,0.659947,0.262082,0.875,0.533333,9,0.0445789,3,0.93913,0.996107
B1_09,B1,216,864.0,10,10,0,0,100.000000,0,0.001771,0.469298,14.7469,0.611316,0.597874,0.00965831,1,0,9,0.123504,4,0.985095,0.997375
B1_09,B1,217,868.0,10,4,5,6,42.105263,1,0.872598,0.660577,3.94565,0.758533,0.757692,0.120726,1,0,10,0.0471278,3,0.926325,0.995944
B1_09,B1,218,872.0,10,10,0,0,100.000000,0,0.000951,0.439671,16.494,0.610797,0.599434,0.00743638,1,0,10,0.0827665,4,0.99595,0.99693
B1_09,B1,219,876.0,10,10,0,0,100.000000,0,0.003197,0.40288,19.6712,0.611437,0.611103,0.011589,1,0.307692,10,0.0677597,4,0.992428,0.997767
B1_09,B1,220,880.0,10,10,0,0,100.000000,0,0.003235,0.859392,4.60842,0.736321,0.604598,0.0081964,1,0.8,10,0.181976,3,0.996431,0.997446
B1_09,B1,221,884.0,9,9,0,0,100.000000,0,0.000914,0.471797,22.0567,0.60492,0.604234,0.0083674,1,0,9,0.0797011,4,0.995458,0.99708
B1_09,B1,222,888.0,9,4,5,5,44.444444,1,0.977067,0.53452,3.16951,0.717434,0.718898,0.201361,1,0.285714,9,0.0607842,3,0.938057,0.99663
B1_09,B1,223,892.0,10,10,0,0,100.000000,0,0.003212,0.493321,16.5736,0.613509,0.578944,0.0198268,1,0,10,0.0557962,4,0.995156,0.998065
B1_09,B1,224,896.0,10,10,0,0,100.000000,0,0.000499,0.423953,16.7298,0.611452,0.612764,0.00865276,1,0,10,0.0665417,4,0.994884,0.996304
B1_09,B1,225,900.0,9,9,0,0,100.000000,0,0.001812,0.951794,3.87544,0.740183,0.598691,0.00844903,1,0.888889,9,0.106057,3,0.996023,0.997089
B1_09,B1,226,904.0,10,10,0,0,100.000000,0,0.001572,0.642636,16.1106,0.687417,0.61292,0.00915141,1,0.333333,10,0.0812383,4,0.988215,0.997227
B1_09,B1,227,908.0,9,9,0,0,100.000000,0,0.001608,0.680218,28.4318,0.727396,0.591262,0.00784072,1,0,9,0.120203,4,0.995866,0.99709
B1_09,B1,228,912.0,10,10,0,0,100.000000,0,0.000435,0.932613,5.55199,0.729992,0.625,0.00947486,1,1,10,0.12462,3,0.995523,0.996577
B1_09,B1,229,916.0,9,9,0,0,100.000000,0,0.000507,0.49109,23.8646,0.696256,0.625638,0.00780382,1,0,9,0.167463,4,0.996072,0.998107
B1_09,B1,230,920.0,10,10,0,0,100.000000,0,0.001968,0.958943,4.55247,0.764352,0.620443,0.0104868,1,1,10,0.121769,3,0.996452,0.997978
B1_09,B1,231,924.0,10,10,0,0,100.000000,0,0.000299,0.974163,3.97468,0.748327,0.629984,0.00549463,1,1,10,0.152341,3,0.995526,0.998055
B1_09,B1,232,928.0,9,9,0,0,100.000000,0,0.001877,0.398768,19.0108,0.616052,0.648741,0.0116449,1,0.166667,9,0.0906462,4,0.99513,0.997555
B1_09,B1,233,932.0,10,10,0,0,100.000000,0,0.002727,0.751266,33.663,0.7573,0.605045,0.00400606,1,0.181818,10,0.148071,4,0.994993,0.997159
B1_09,B1,234,936.0,9,9,0,0,100.000000,0,0.000390,0.627502,32.0905,0.6373,0.617803,0.0101154,1,0,9,0.0690935,4,0.995735,0.997468
B1_09,B1,235,940.0,10,10,0,0,100.000000,0,0.000600,0.645198,33.3294,0.755655,0.634499,0.00480358,1,0,10,0.124392,4,0.994635,0.997967
B1_09,B1,236,944.0,10,10,0,0,100.000000,0,0.000908,0.534854,28.1197,0.628994,0.6443,0.00787617,1,0.166667,10,0.0867974,4,0.982807,0.997114
B1_09,B1,237,948.0,9,9,0,0,100.000000,0,0.000401,1.01611,4.58521,0.764585,0.631765,0.00928773,1,1,9,0.131848,3,0.995416,0.997392
B1_09,B1,238,952.0,10,10,0,0,100.000000,0,0.000633,0.66854,33.9155,0.751361,0.653581,0.0103877,1,0,10,0.0990893,4,0.995969,0.997139
B1_09,B1,239,956.0,9,9,0,0,100.000000,0,0.003511,1.00814,5.32345,0.760607,0.64894,0.0132115,1,1,9,0.17448,3,0.996861,0.998211
B1_09,B1,240,960.0,10,10,0,0,100.000000,0,0.000492,0.640428,36.9877,0.638543,0.654826,0.00749848,1,0.181818,10,0.0892502,4,0.995062,0.997159
B1_09,B1,241,964.0,9,9,0,0,100.000000,0,0.000420,1.01229,4.13936,0.733553,0.619282,0.00411413,1,1,9,0.138712,3,0.995362,0.998001
B1_09,B1,242,968.0,10,10,0,0,100.000000,0,0.000361,0.689188,35.9443,0.65181,0.64904,0.010039,1,0,10,0.0578832,4,0.995279,0.99731
B1_09,B1,243,972.0,9,9,0,0,100.000000,0,0.000818,0.993451,3.29984,0.743225,0.629312,0.00915599,1,0.888889,9,0.216138,3,0.995734,0.997789
B1_09,B1,244,976.0,10,10,0,0,100.000000,0,0.001057,0.693683,24.5337,0.741227,0.625244,0.00636943,1,0.181818,10,0.137785,4,0.99553,0.997388
B1_09,B1,245,980.0,9,9,0,0,100.000000,0,0.004552,0.672417,34.9847,0.749867,0.631596,0.011609,1,0,9,0.0525676,4,0.99339,0.997437
B1_09,B1,246,984.0,10,10,0,0,100.000000,0,0.000578,0.424453,13.549,0.605679,0.615614,0.00447536,1,0,10,0.124871,4,0.996225,0.997977
B1_09,B1,247,988.0,9,9,0,0,100.000000,0,0.000430,0.485343,27.8829,0.61211,0.645038,0.0046383,1,0.181818,9,0.0990635,4,0.99507,0.997642
B1_09,B1,248,992.0,10,10,0,0,100.000000,0,0.000282,0.399861,31.1889,0.625972,0.621104,0.00785093,1,0.333333,10,0.115515,4,0.994447,0.997458
B1_09,B1,249,996.0,10,10,0,0,100.000000,0,0.000967,0.453926,23.3846,0.604261,0.597696,0.00912396,1,0.166667,10,0.108428,4,0.995262,0.997513
B1_09,B1,250,1000.0,9,9,0,0,100.000000,0,0.002086,0.500552,46.0479,0.629912,0.651676,0.0191259,1,0.2,9,0.0789174,4,0.994287,0.997497
B1_09,B1,251,1004.0,10,10,0,0,100.000000,0,0.000583,0.625365,34.3947,0.63485,0.615871,0.00450386,1,0.181818,10,0.129164,4,0.995154,0.997357
B1_09,B1,252,1008.0,9,9,0,0,100.000000,0,0.000914,0.431085,25.1311,0.625994,0.604933,0.00686511,1,0,9,0.0925294,4,0.99523,0.997604
B1_09,B1,253,1012.0,10,10,0,0,100.000000,0,0.001103,0.510821,22.8342,0.607654,0.578723,0.00649351,1,0.166667,10,0.0825691,4,0.990411,0.997571
B1_09,B1,254,1016.0,10,10,0,0,100.000000,0,0.000895,0.85879,5.49029,0.729511,0.612052,0.00457674,1,1,10,0.217664,3,0.996439,0.997143
B1_09,B1,255,1020.0,10,10,0,0,100.000000,0,0.000721,0.360845,19.3795,0.59923,0.610329,0.00645161,1,0.307692,10,0.137991,4,0.990195,0.997328
B1_09,B1,256,1024.0,9,9,0,0,100.000000,0,0.003441,0.937704,6.85397,0.742203,0.626744,0.0105034,1,0.947368,9,0.180941,3,0.996013,0.997052
B1_09,B1,257,1028.0,10,10,0,0,100.000000,0,0.001271,0.961295,5.97249,0.745347,0.60323,0.00655789,1,1,10,0.197641,3,0.996478,0.997253
B1_09,B1,258,1032.0,9,9,0,0,100.000000,0,0.000973,0.993263,4.51324,0.743085,0.573587,0.0063753,1,0.888889,9,0.164581,3,0.995403,0.997267
B1_09,B1,259,1036.0,10,10,0,0,100.000000,0,0.000724,0.920816,4.59736,0.735864,0.579103,0.00761148,1,0.947368,10,0.133607,3,0.996152,0.998068
B1_09,B1,260,1040.0,10,10,0,0,100.000000,0,0.001287,0.562936,28.2791,0.643967,0.599148,0.00834111,1,0,10,0.106545,4,0.995994,0.997872
B1_09,B1,261,1044.0,9,9,0,0,100.000000,0,0.000517,0.932735,6.79372,0.736888,0.625999,0.00937768,1,1,9,0.206698,3,0.99639,0.997269
B1_09,B1,262,1048.0,10,10,0,0,100.000000,0,0.000435,0.871421,6.05574,0.72835,0.624312,0.00761148,1,1,10,0.162883,3,0.996109,0.997854
B1_09,B1,263,1052.0,10,10,0,0,100.000000,0,0.000822,0.471642,22.5376,0.674841,0.609401,0.00882892,1,0.166667,10,0.0974354,4,0.994179,0.997659
B1_09,B1,264,1056.0,9,9,0,0,100.000000,0,0.001333,0.468861,22.9127,0.640931,0.594662,0.00631444,1,0,9,0.15022,4,0.996053,0.996752
B1_09,B1,265,1060.0,10,10,0,0,100.000000,0,0.000499,0.391076,29.5587,0.62133,0.617688,0.00781139,1,0.333333,10,0.101478,4,0.993727,0.99771
B1_09,B1,266,1064.0,9,9,0,0,100.000000,0,0.001073,0.626222,32.2579,0.640385,0.586405,0.0045511,1,0.2,9,0.116616,4,0.995829,0.997545
B1_09,B1,267,1068.0,9,9,0,0,100.000000,0,0.003382,0.51481,46.2462,0.741695,0.616617,0.0115,1,0.2,9,0.118116,4,0.993343,0.997337
B1_09,B1,268,1072.0,10,10,0,0,100.000000,0,0.000337,0.624884,30.6194,0.643879,0.620377,0.00858086,1,0,10,0.0725877,4,0.994493,0.996872
B1_09,B1,269,1076.0,9,9,0,0,100.000000,0,0.000592,0.891343,4.17261,0.725732,0.623551,0.00952381,1,0.888889,9,0.0893168,3,0.996055,0.997738
B1_09,B1,270,1080.0,10,10,0,0,100.000000,0,0.002008,0.632717,30.7229,0.635247,0.633959,0.0129098,1,0.181818,10,0.124063,4,0.99526,0.997143
B1_09,B1,271,1084.0,9,9,0,0,100.000000,0,0.000390,0.950271,4.3256,0.738066,0.660137,0.0103537,1,1,9,0.162711,3,0.996183,0.99731
B1_09,B1,272,1088.0,10,10,0,0,100.000000,0,0.001510,0.637984,31.8756,0.667883,0.645939,0.0129646,1,0.181818,10,0.0733249,4,0.994409,0.997484
B1_09,B1,273,1092.0,9,9,0,0,100.000000,0,0.000506,0.9045,5.00915,0.721534,0.64669,0.00881831,1,1,9,0.169852,3,0.996358,0.997397
B1_09,B1,274,1096.0,10,10,0,0,100.000000,0,0.004173,0.83814,3.94326,0.735871,0.640517,0.0144899,1,0.9,10,0.217394,3,0.996288,0.99724
B1_09,B1,275,1100.0,9,9,0,0,100.000000,0,0.000564,0.608784,34.274,0.656266,0.616775,0.00716992,1,0.2,9,0.16419,4,0.994915,0.997639
B1_09,B1,276,1104.0,9,9,0,0,100.000000,0,0.000844,0.557803,41.7864,0.634251,0.612805,0.00407541,1,0.2,9,0.0905248,4,0.994964,0.997258
B1_09,B1,277,1108.0,10,10,0,0,100.000000,0,0.000645,0.915559,5.58406,0.744691,0.616802,0.00895072,1,1,10,0.137479,3,0.996347,0.997497
B1_09,B1,278,1112.0,9,9,0,0,100.000000,0,0.004623,0.955324,4.95337,0.73509,0.617224,0.0112243,1,0.888889,9,0.070068,3,0.993243,0.996829
B1_09,B1,279,1116.0,10,10,0,0,100.000000,0,0.000281,0.917211,4.01729,0.745139,0.621941,0.00702675,1,0.9,10,0.110368,3,0.9965,0.99758
B1_09,B1,280,1120.0,9,9,0,0,100.000000,0,0.000340,0.515116,22.9951,0.634941,0.655531,0.00742568,1,0,9,0.0440155,4,0.996022,0.997727
B1_09,B1,281,1124.0,10,10,0,0,100.000000,0,0.000306,0.458777,29.0786,0.627663,0.647623,0.00539008,1,0.333333,10,0.207279,4,0.99474,0.997617
B1_09,B1,282,1128.0,9,9,0,0,100.000000,0,0.000809,0.63464,31.6185,0.656736,0.609924,0.0047619,1,0.2,9,0.0953706,4,0.996357,0.997268
B1_09,B1,283,1132.0,10,10,0,0,100.000000,0,0.000588,0.849545,6.165,0.746105,0.626448,0.00450386,1,0.842105,10,0.169563,3,0.996577,0.997591
B1_09,B1,284,1136.0,10,10,0,0,100.000000,0,0.000363,0.509565,25.0522,0.601025,0.615343,0.00632911,1,0.166667,10,0.0661879,4,0.995788,0.997878
B1_09,B1,285,1140.0,9,9,0,0,100.000000,0,0.000652,0.923574,5.91639,0.74064,0.644206,0.00666798,1,1,9,0.129052,3,0.996579,0.997858
B1_09,B1,286,1144.0,10,10,0,0,100.000000,0,0.003082,0.919072,5.46924,0.736589,0.659698,0.0119161,1,1,10,0.142313,3,0.995468,0.997456
B1_09,B1,287,1148.0,9,9,0,0,100.000000,0,0.000297,0.61044,33.1899,0.631769,0.624043,0.00658907,1,0,9,0.077453,4,0.996449,0.997276
B1_09,B1,288,1152.0,10,10,0,0,100.000000,0,0.000346,0.555682,45.5502,0.639171,0.662823,0.00395106,1,0.181818,10,0.11392,4,0.99588,0.998111
B1_09,B1,289,1156.0,9,9,0,0,100.000000,0,0.000602,0.950805,5.11605,0.722974,0.628553,0.00625473,1,0.875,9,0.121316,3,0.992746,0.997783
B1_09,B1,290,1160.0,10,10,0,0,100.000000,0,0.000435,0.870856,5.54027,0.735459,0.621866,0.00471247,1,0.947368,10,0.143831,3,0.995979,0.997213
B1_09,B1,291,1164.0,9,9,0,0,100.000000,0,0.000659,0.956776,6.43883,0.739398,0.641287,0.00413377,1,1,9,0.143629,3,0.996186,0.996973
B1_09,B1,292,1168.0,10,10,0,0,100.000000,0,0.000364,0.45414,27.0575,0.631761,0.641037,0.00396782,1,0.333333,10,0.142413,4,0.994383,0.997126
B1_09,B1,293,1172.0,9,9,0,0,100.000000,0,0.000495,0.966613,5.94959,0.74519,0.629304,0.00791557,1,1,9,0.12386,3,0.996144,0.997631
B1_09,B1,294,1176.0,10,10,0,0,100.000000,0,0.000435,0.905699,4.79575,0.739146,0.622304,0.00597345,1,1,10,0.156854,3,0.996161,0.997672
B1_09,B1,295,1180.0,9,9,0,0,100.000000,0,0.000467,0.912446,5.08654,0.737331,0.62483,0.00994823,1,1,9,0.151357,3,0.99635,0.997351
B1_09,B1,296,1184.0,10,10,0,0,100.000000,0,0.000846,0.880149,5.82456,0.735174,0.6185,0.00832348,1,1,10,0.178379,3,0.996157,0.997621
B1_09,B1,297,1188.0,9,9,0,0,100.000000,0,0.000849,0.864293,6.4911,0.728026,0.64131,0.00934579,1,0.888889,9,0.150183,3,0.995967,0.997027
B1_09,B1,298,1192.0,9,9,0,0,100.000000,0,0.000638,0.916291,5.13336,0.74507,0.631212,0.008056,1,0.888889,9,0.116894,3,0.995577,0.99684
B1_10,B1,0,0.0,8,8,1,0,94.117647,0,0.143025,0.938917,6.18465,0.740233,0.584677,0.0416549,1,0.941176,9,0.230666,3,0.973042,0.991909
B1_10,B1,1,4.0,9,9,0,0,100.000000,0,0.070683,0.91969,5.73142,0.744498,0.586,0.0181199,1,0.941176,9,0.195346,3,0.985309,0.994668
B1_10,B1,2,8.0,9,9,0,0,100.000000,0,0.120295,0.983492,3.96617,0.756572,0.56804,0.0511803,1,0.941176,9,0.186083,3,0.986146,0.996954
B1_10,B1,3,12.0,9,9,0,0,100.000000,0,0.026143,0.983902,4.76612,0.753584,0.610908,0.019529,1,1,9,0.10215,3,0.987001,0.994452
B1_10,B1,4,16.0,8,8,0,0,100.000000,0,0.777498,0.881238,3.6907,0.749303,0.570734,0.0772796,1,0.823529,8,0.0571202,3,0.955629,0.990865
B1_10,B1,5,20.0,9,9,0,0,100.000000,0,0.656039,0.478259,15.4239,0.695802,0.572475,0.0383112,1,0,9,0.0871237,3,0.971133,0.990366
B1_10,B1,6,24.0,9,9,0,0,100.000000,0,0.050602,0.901185,6.17553,0.753792,0.616079,0.0153279,1,0.888889,9,0.171495,3,0.985388,0.995827
B1_10,B1,7,28.0,8,7,1,1,87.500000,0,0.936883,0.941919,6.68669,0.752996,0.603272,0.136243,1,0.933333,8,0.0840168,3,0.968367,0.992129
B1_10,B1,8,32.0,7,6,2,1,80.000000,0,0.903986,0.945869,5.9719,0.739125,0.616417,0.0836512,1,0.75,8,0.0825561,3,0.962451,0.989584
B1_10,B1,9,36.0,8,8,0,0,100.000000,0,0.148874,0.925438,5.46371,0.754307,0.560278,0.0297625,1,0.823529,8,0.0992187,3,0.978849,0.989808
B1_10,B1,10,40.0,8,8,0,0,100.000000,0,0.076151,0.860495,4.42551,0.726504,0.56141,0.0393383,1,0.941176,8,0.219924,3,0.977437,0.996895
B1_10,B1,11,44.0,8,8,0,0,100.000000,0,0.031359,0.993252,4.73497,0.762487,0.582156,0.0245958,1,1,8,0.103933,3,0.98489,0.993723
B1_10,B1,12,48.0,8,8,0,0,100.000000,0,0.037879,0.855807,7.23386,0.758632,0.578159,0.0221403,1,0.941176,8,0.176348,3,0.988972,0.993083
B1_10,B1,13,52.0,9,9,0,0,100.000000,0,0.025094,0.905412,4.79606,0.748387,0.560369,0.0195491,1,0.941176,9,0.164069,3,0.98737,0.993472
B1_10,B1,14,56.0,9,9,0,0,100.000000,0,0.073295,0.77791,2.3845,0.756715,0.607032,0.0224089,1,0.588235,9,0.0451256,3,0.964891,0.98921
B1_10,B1,15,60.0,9,9,0,0,100.000000,0,0.022922,0.743412,8.83817,0.75527,0.586249,0.0163956,1,0.941176,9,0.152343,3,0.98943,0.996647
B1_10,B1,16,64.0,9,9,0,0,100.000000,0,0.005227,0.618768,6.00963,0.746984,0.601987,0.0171838,1,0.941176,9,0.114932,3,0.989707,0.995735
B1_10,B1,17,68.0,9,9,0,0,100.000000,0,0.057586,0.710185,6.31251,0.735674,0.566905,0.0134763,1,1,9,0.197178,3,0.989516,0.996299
B1_10,B1,18,72.0,9,9,0,0,100.000000,0,0.006797,0.687206,7.77509,0.753303,0.591867,0.0201814,1,1,9,0.210947,3,0.987613,0.99491
B1_10,B1,19,76.0,9,9,0,0,100.000000,0,0.004731,0.66733,8.52072,0.746337,0.605034,0.014206,1,1,9,0.214694,3,0.991809,0.99659
B1_10,B1,20,80.0,10,10,0,0,100.000000,0,0.001719,0.609027,6.42037,0.752921,0.661888,0.02589,1,1,10,0.158353,3,0.994515,0.998098
B1_10,B1,21,84.0,9,9,0,0,100.000000,0,0.001264,0.636367,7.26053,0.736713,0.602885,0.00814896,1,1,9,0.16215,3,0.992843,0.996558
B1_10,B1,22,88.0,10,10,0,0,100.000000,0,0.000567,0.67158,6.30059,0.730276,0.636053,0.00800487,1,0.777778,10,0.156056,3,0.992347,0.996182
B1_10,B1,23,92.0,9,9,0,0,100.000000,0,0.058507,0.685146,7.67467,0.74542,0.648218,0.0421959,1,1,9,0.198234,3,0.988122,0.993178
B1_10,B1,24,96.0,8,8,0,0,100.000000,0,0.103037,0.711892,7.63786,0.746945,0.629066,0.0435879,1,0.933333,8,0.104334,3,0.987832,0.991626
B1_10,B1,25,100.0,9,9,0,0,100.000000,0,0.007872,0.666303,6.77274,0.756685,0.630669,0.0264696,1,0.75,9,0.0806921,3,0.988728,0.99559
B1_10,B1,26,104.0,8,8,0,0,100.000000,0,0.052069,0.745756,6.70848,0.747379,0.559665,0.0349214,1,1,8,0.163755,3,0.988103,0.99465
B1_10,B1,27,108.0,9,9,0,0,100.000000,0,0.021653,0.673055,6.52449,0.744737,0.595249,0.0212869,1,1,9,0.165081,3,0.986852,0.991251
B1_10,B1,28,112.0,8,8,0,0,100.000000,0,0.023072,0.726509,5.3141,0.750809,0.578056,0.0302798,1,0.75,8,0.106041,3,0.989196,0.994921
B1_10,B1,29,116.0,9,9,0,0,100.000000,0,0.027443,0.699015,6.50424,0.737539,0.54587,0.0154647,1,0.823529,9,0.127365,3,0.989414,0.99341
B1_10,B1,30,120.0,9,9,0,0,100.000000,0,0.029044,0.719812,6.19209,0.753166,0.519375,0.0189502,1,1,9,0.154783,3,0.985315,0.995315
